ID,cidade,pf1,sexo,idade1,idade,p3a,p3b,p3c,p3d,p3e,p3f,p3g,p3h,p3i,p3j,p3k,p3l,p3m,p3n,p4a,p4b,p4c,p4d,p4e,p4f,p4g,p4h,p4i,p4j,p4k,p4l,p4m,p4n,p57,religiao,RELIGIAO2,escola,p59,PESO
49640025,9,1,2,69,6,96,2,1,6,96,5,10,96,2,3,96,9,9,96,4,3,4,1,4,4,2,4,2,4,4,4,4,4,1,8,7,1,1,1.280895677
49640114,4,1,1,45,5,2,9,5,10,5,5,2,2,10,6,96,10,5,2,4,3,2,4,4,2,4,4,4,4,4,3,3,1,2,3,2,5,3,0.9831925289
49640142,12,1,1,46,5,2,2,1,3,3,5,6,2,5,3,5,2,5,96,4,3,3,4,4,4,1,4,2,4,3,4,3,4,2,8,7,2,3,1.287090136
49640167,9,1,2,19,2,10,10,5,8,10,10,5,8,10,5,7,10,5,10,2,3,3,2,3,3,1,3,2,4,1,3,1,1,1,8,7,4,3,1.122019561
49640176,7,1,1,67,6,5,10,9,5,5,5,7,6,9,6,9,5,8,2,3,1,3,1,2,2,2,4,1,2,2,1,1,4,2,8,7,5,3,1.32433372
49640255,8,1,2,45,5,96,96,96,96,96,96,96,96,96,96,96,96,10,96,4,4,4,4,4,4,3,4,4,4,3,4,1,4,4,2,1,2,3,0.7153349935
49640323,12,1,2,49,5,8,8,10,8,10,9,10,5,10,9,5,8,7,4,3,2,3,2,3,3,2,4,3,4,4,2,3,1,1,8,7,5,2,0.6952136551
49640345,4,1,1,27,3,7,5,96,10,5,5,10,96,10,5,7,8,10,10,1,2,3,2,3,3,2,4,2,3,3,2,1,1,1,11,4,7,3,0.7383517609
49640446,12,1,2,73,6,5,6,96,5,4,4,2,96,2,3,2,6,5,96,4,3,4,3,3,3,4,4,3,3,4,3,2,4,2,8,7,2,3,1.47301488
49640528,12,1,1,26,3,6,10,7,10,10,9,5,96,10,5,96,6,5,10,3,1,2,3,3,2,3,4,1,3,4,3,2,1,4,3,2,4,2,1.084561078
49640529,12,1,2,49,5,10,10,8,9,9,10,10,9,10,9,7,7,10,3,2,1,3,3,2,2,3,3,2,3,3,4,1,4,1,10,3,7,3,0.8387009575
49640650,7,1,1,23,2,8,10,3,7,5,2,96,5,1,5,96,96,10,4,3,1,3,3,4,4,4,4,3,4,4,4,1,3,1,11,4,4,3,1.078149949
49640708,1,1,1,58,5,3,10,5,8,7,5,4,8,8,4,96,5,10,2,4,2,3,3,4,3,1,4,2,3,4,3,2,4,2,8,7,5,6,0.6043709745
49640767,9,1,1,53,5,5,5,5,10,4,6,4,3,9,4,96,7,8,96,3,2,3,3,3,3,3,3,3,3,3,4,1,4,2,3,2,1,3,1.280895677
49640928,12,1,1,69,6,6,2,5,2,8,7,3,96,2,96,3,2,1,96,3,3,3,2,4,2,1,4,1,4,3,4,3,4,2,8,7,3,2,1.315126406
49641043,12,1,1,27,3,7,10,9,8,8,9,8,7,10,7,10,8,9,10,3,1,1,3,3,3,1,3,1,3,1,1,1,1,1,8,7,6,3,0.8202243049
49641044,12,1,2,75,6,96,96,10,96,10,10,10,96,10,1,10,96,96,96,4,3,4,4,2,2,3,4,1,4,3,4,4,4,3,8,7,5,3,1.300027446
49641045,12,1,2,38,4,10,10,8,10,10,5,10,5,8,7,10,10,10,5,3,2,3,2,3,2,3,4,2,4,2,2,1,3,2,8,7,8,3,1.005323062
49641046,12,1,2,29,3,6,9,7,7,10,8,8,3,10,3,5,3,10,96,3,1,3,2,2,4,1,4,3,4,4,4,1,4,1,7,6,8,3,0.8202243049
49641047,12,1,2,58,5,1,8,3,10,10,10,3,10,10,6,5,2,8,1,4,2,4,2,2,3,1,3,1,3,4,4,1,1,1,7,6,7,3,1.005323062
49641048,12,1,1,61,6,9,10,7,5,7,7,7,96,10,5,10,3,8,96,1,1,2,2,2,2,3,3,1,3,2,3,1,3,2,8,7,7,2,1.005323062
49641101,12,1,1,35,4,8,10,10,9,10,8,10,8,10,7,8,5,9,3,3,3,3,3,1,1,2,3,1,1,2,1,1,1,1,8,7,8,3,0.9838912748
49641102,12,1,1,36,4,10,10,9,10,10,9,8,3,10,8,1,10,9,9,1,1,3,3,3,2,1,4,1,3,4,1,1,1,2,1,1,6,1,0.8027385099
49641103,12,1,2,48,5,9,9,96,9,10,7,10,6,10,8,2,8,10,5,3,1,3,2,2,3,2,2,2,3,4,1,1,1,4,11,4,7,3,0.9838912748
49641105,12,1,1,51,5,8,10,6,7,5,5,5,10,5,5,96,6,10,5,1,1,3,3,4,4,3,4,3,3,4,3,1,1,1,11,4,5,1,1.084561078
49641120,12,1,2,55,5,10,10,10,10,10,10,10,10,10,10,96,10,10,10,2,1,2,1,1,2,1,1,2,3,4,1,1,1,4,8,7,7,2,0.9120528279
49641219,8,1,1,24,2,1,7,2,6,7,5,7,1,6,5,5,3,5,96,3,3,3,2,3,2,2,4,2,3,2,3,1,4,1,8,7,5,1,0.72743513
49641257,9,1,2,33,3,10,10,10,10,9,9,10,10,8,8,5,9,10,10,3,3,3,3,4,4,4,4,2,4,3,3,4,1,1,4,2,4,2,1.122019561
49641290,12,1,2,47,5,96,10,96,96,8,8,96,96,6,96,96,5,5,96,3,3,3,1,3,4,1,4,3,4,4,1,3,4,2,8,7,8,2,0.9120528279
49641325,12,1,2,53,5,8,9,96,5,5,10,5,96,8,96,96,8,9,10,4,3,4,4,4,1,2,4,2,4,4,2,2,1,1,3,2,2,1,1.344751393
49641355,4,1,1,31,3,7,10,7,4,96,9,7,7,9,96,4,7,7,10,1,1,3,3,4,2,2,3,1,3,3,2,1,1,2,8,7,5,3,0.7958665476
49641403,9,1,1,41,4,2,8,8,2,2,1,10,96,10,96,10,96,1,10,2,2,1,4,4,4,1,4,2,4,1,4,4,1,1,4,2,1,3,1.280895677
49641411,4,1,2,34,3,10,10,8,10,8,7,8,10,9,5,96,10,10,10,2,1,3,1,3,2,3,3,2,4,4,1,1,1,1,8,7,8,3,0.6763285471
49641412,4,1,1,14,1,2,8,5,5,5,5,7,2,9,1,5,2,7,10,1,3,4,3,4,3,3,4,4,4,4,3,1,1,1,8,7,3,3,0.8984438264
49641413,4,1,1,67,6,6,8,6,6,7,3,5,8,8,3,96,2,10,96,3,2,3,3,2,3,3,3,2,4,4,3,1,4,2,11,4,6,3,0.6283471385
49641414,4,1,1,28,3,6,9,3,8,6,5,3,7,7,8,2,8,5,8,3,2,3,1,4,1,4,4,2,4,4,3,2,1,1,1,1,4,1,0.8037431561
49641502,6,1,1,50,5,10,10,96,10,7,9,7,10,5,8,96,10,8,96,1,1,3,1,1,1,1,1,2,1,3,1,1,4,2,8,7,8,2,0.3534629413
49641575,12,1,2,40,4,8,8,9,8,9,9,9,8,10,9,2,8,10,2,1,2,4,3,3,2,2,4,2,2,4,2,1,3,1,4,2,5,3,0.9622631588
49641579,9,1,2,68,6,5,4,96,4,4,5,2,5,96,96,96,5,10,96,3,2,3,3,3,3,3,4,3,4,3,3,1,4,1,4,2,7,2,1.122019561
49641654,9,1,2,15,1,96,10,96,5,6,10,9,96,96,96,10,8,96,96,4,3,4,4,4,4,4,4,4,4,2,4,4,4,1,11,4,4,1,1.280895677
49641739,12,1,2,42,4,7,7,10,10,10,10,10,10,8,8,4,8,9,4,3,3,3,3,3,3,1,3,3,3,3,2,2,3,2,7,6,5,1,1.272313059
49641835,1,1,2,61,6,96,5,4,8,96,96,3,96,2,96,96,9,2,96,4,2,4,4,4,4,3,4,4,4,4,4,4,4,1,8,7,1,4,0.9908466828
49641873,2,1,1,33,3,5,8,9,5,7,10,5,5,9,7,10,9,3,1,2,1,3,3,1,1,2,4,1,4,2,1,3,3,1,4,2,6,2,0.9911489399
49641874,2,1,2,14,1,96,10,7,96,2,96,2,96,10,96,8,8,96,6,1,1,1,3,4,4,1,4,1,4,2,1,4,1,1,8,7,2,3,0.9911489399
49641875,2,1,2,59,5,10,8,10,10,10,10,9,10,6,7,2,10,10,5,2,1,2,2,1,2,1,2,2,3,3,1,2,3,1,1,1,7,3,0.9911489399
49641876,2,1,2,76,6,10,8,96,10,10,10,10,10,10,10,96,10,10,96,3,3,3,4,4,4,4,4,4,4,4,3,2,4,1,1,1,5,1,0.9911489399
49641877,2,1,2,16,2,4,10,3,6,7,8,7,4,9,3,2,6,8,8,3,1,3,3,3,2,4,4,3,4,3,4,1,1,1,1,1,4,2,0.8171369028
49641878,2,1,2,27,3,9,10,6,8,10,8,10,9,10,6,8,7,10,5,2,2,3,3,2,3,3,4,2,4,2,2,2,4,1,8,7,5,4,0.8171369028
49641879,2,1,1,70,6,8,4,4,4,7,4,7,8,4,4,4,7,8,4,3,3,3,2,3,3,2,3,3,4,4,2,2,4,2,1,1,7,3,0.9911489399
49641880,2,1,1,47,5,6,6,2,1,6,2,96,4,10,8,96,1,10,8,3,3,3,4,3,3,3,3,3,4,3,4,1,3,2,3,2,4,2,0.8171369028
49641928,8,1,2,32,3,3,10,10,2,5,1,10,2,9,96,10,4,96,9,4,1,3,4,4,3,1,4,3,4,2,4,3,1,2,11,4,4,2,0.7032010954
49641989,8,1,2,48,5,96,96,96,96,96,4,8,96,5,96,96,10,3,96,3,3,4,3,4,4,1,4,3,4,2,2,3,3,2,8,7,5,2,0.7389058461
49641990,8,1,2,59,5,96,5,96,2,96,96,10,96,4,96,6,10,96,96,4,3,3,4,4,4,2,4,4,4,3,2,4,4,3,8,7,5,2,0.6486851843
49641991,8,1,1,52,5,96,8,3,96,96,96,2,96,96,96,96,3,96,96,4,2,4,3,4,4,1,4,2,4,2,2,3,4,2,8,7,5,2,0.687332241
49641992,8,1,2,20,2,10,10,1,10,8,2,5,8,4,6,96,10,10,5,1,1,3,1,4,3,1,4,1,4,2,1,1,3,1,8,7,6,2,0.7389058461
49641993,8,1,1,24,2,7,10,96,96,8,10,96,96,6,96,10,10,10,10,1,1,1,2,4,1,4,4,1,4,2,1,1,1,1,11,4,6,2,0.7389058461
49641994,8,1,1,25,3,3,10,10,96,96,96,10,96,96,3,96,96,10,10,1,1,1,2,4,4,4,4,1,4,3,2,1,1,1,6,5,6,3,0.8286085196
49641995,8,1,1,40,4,7,9,8,96,4,96,4,10,10,96,96,5,96,5,3,1,1,1,2,4,1,4,2,4,3,1,3,2,2,8,7,5,2,0.7389058461
49641996,8,1,2,63,6,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,2,4,2,4,4,4,4,4,4,4,2,1,4,2,2,1,5,2,0.6486851843
49642150,3,1,1,81,6,2,96,96,3,2,1,3,3,96,2,96,5,1,96,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,8,7,2,2,0.9511380792
49642151,3,1,2,20,2,8,10,10,6,5,9,9,96,10,10,10,96,10,10,2,1,1,3,3,2,1,4,1,4,1,3,2,1,1,8,7,5,1,1.413807102
49642152,3,1,2,54,5,9,7,7,10,10,9,8,10,7,9,9,9,10,96,3,3,4,3,4,4,2,4,1,2,2,1,4,4,1,8,7,5,2,1.291674898
49642153,3,1,1,49,5,10,5,2,2,3,10,4,3,5,3,96,10,5,10,4,3,3,4,4,4,1,4,4,4,4,4,1,4,3,8,7,1,2,1.395426959
49642154,3,1,2,15,1,9,10,10,10,10,9,10,8,10,9,7,8,9,10,2,1,3,4,4,4,1,4,4,4,3,4,2,1,1,8,7,2,6,2.350560462
49642230,12,1,2,42,4,2,10,8,8,6,8,6,4,4,5,8,7,96,10,3,2,1,2,2,3,3,3,3,3,3,1,3,1,1,6,5,7,3,1.126017866
49642537,8,1,1,30,3,3,6,3,9,10,7,5,8,8,2,6,10,8,2,3,2,3,3,2,3,3,3,2,4,2,2,1,4,2,11,4,5,3,0.6138206921
49642565,9,1,2,26,3,5,2,5,5,2,96,4,96,8,1,3,2,1,6,2,2,3,3,3,3,1,4,1,4,3,4,1,1,2,8,7,2,4,1.280895677
49642580,12,1,2,54,5,96,3,1,4,4,7,2,4,5,96,96,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,2,4,1,4,2,5,3,0.8682501757
49642586,4,1,1,25,3,10,8,5,9,2,5,96,5,2,5,96,3,10,10,1,3,4,3,4,4,4,4,4,4,4,4,3,1,1,8,7,3,2,0.7958665476
49642625,1,1,2,20,2,10,10,8,10,10,10,10,10,10,10,6,10,10,8,1,1,4,1,3,2,1,2,1,1,4,3,1,1,1,3,2,6,3,0.6043709745
49642811,12,1,2,44,4,3,5,3,4,5,2,4,4,5,2,4,5,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,5,99,1.084561078
49643131,6,1,2,15,1,8,10,10,7,9,7,7,9,9,8,3,6,10,9,1,1,3,3,1,1,4,4,2,2,4,3,2,1,1,11,4,97,1,1.220272368
49643164,9,1,1,57,5,5,5,4,5,96,10,6,4,10,5,4,96,5,7,3,3,3,3,3,3,3,3,3,4,3,4,3,2,1,8,7,2,2,1.122019561
49643415,4,1,2,18,2,6,10,8,10,8,10,7,6,10,6,96,2,5,4,1,1,3,2,3,2,3,4,1,3,3,4,2,1,1,8,7,6,3,0.8055249653
49643416,4,1,2,67,6,9,6,1,96,4,2,2,8,10,3,7,6,5,96,4,4,3,4,4,4,4,2,3,4,4,4,4,4,3,8,7,1,2,0.8699051063
49643417,4,1,2,50,5,5,10,4,7,6,6,6,5,5,5,3,9,7,4,1,1,3,2,3,3,3,4,4,3,4,1,1,1,1,8,7,7,2,0.8273304345
49643564,1,1,1,22,2,10,10,9,8,8,9,10,7,10,8,10,9,10,10,3,1,3,2,4,1,1,4,1,4,1,2,1,1,1,8,7,5,5,0.6043709745
49643715,4,1,2,27,3,10,10,10,8,9,10,9,10,10,8,8,8,10,3,1,1,3,3,3,1,3,1,2,3,3,1,1,3,1,8,7,7,2,0.7878987082
49643716,4,1,1,19,2,4,8,3,6,9,8,2,5,5,3,96,2,8,10,3,2,3,4,2,4,4,4,3,4,4,4,1,1,2,11,4,6,2,0.9127028816
49643717,4,1,2,56,5,96,10,6,4,8,8,96,96,5,10,96,96,5,96,3,1,3,3,2,2,4,4,2,1,4,3,2,4,4,8,7,5,3,0.9121402794
49643718,4,1,1,57,5,6,96,3,9,96,2,4,7,8,96,96,5,96,96,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,1,2,0.9121402794
49643719,8,1,1,63,6,4,8,5,8,8,8,8,8,6,8,2,8,10,96,3,2,4,3,2,2,2,3,2,3,3,2,1,4,3,8,7,8,3,1.075140308
49643794,4,1,1,35,4,8,9,4,5,9,6,2,10,10,8,96,1,7,96,1,3,3,3,4,1,3,3,1,3,4,4,1,4,1,8,7,5,2,0.9451173756
49643795,4,1,2,17,2,96,10,5,96,96,96,8,96,10,3,96,96,7,7,3,1,1,4,4,4,1,4,4,4,3,1,2,1,2,3,2,4,2,0.8808761056
49643796,4,1,2,25,3,7,10,7,10,10,10,96,96,3,3,96,10,10,7,3,3,3,3,1,3,4,4,1,4,4,2,1,1,2,3,2,5,2,0.7323463244
49643797,4,1,2,14,1,5,8,6,7,4,6,6,3,6,3,4,5,6,7,1,1,2,2,3,2,4,4,2,3,2,3,1,1,1,8,7,4,1,1.15613696
49643798,4,1,1,60,6,8,6,7,5,8,4,7,4,8,8,96,5,8,96,4,3,3,3,3,4,4,3,3,3,4,4,2,4,4,2,1,2,3,0.8085706964
49643893,7,1,2,35,4,4,9,5,8,8,8,8,1,8,7,8,5,9,96,1,1,2,1,1,2,1,4,1,4,2,3,2,4,1,8,7,6,3,0.2901512807
49644006,11,1,1,12,1,9,1,7,5,4,1,3,4,5,10,5,6,10,10,2,2,2,4,4,4,4,4,4,4,2,4,4,2,1,3,2,2,4,0.4919074785
49644435,8,1,2,16,2,7,10,5,5,5,10,1,96,10,7,10,6,10,8,2,2,4,3,4,4,2,4,1,2,2,2,1,1,1,11,4,4,1,0.7389058461
49644481,1,1,2,15,1,10,10,10,10,10,96,96,10,10,10,10,96,96,10,2,4,4,4,4,2,4,4,4,4,2,4,4,1,1,3,2,4,4,0.6264230225
49644724,8,1,2,53,5,7,8,3,3,7,7,8,4,9,8,3,1,8,96,3,3,3,3,3,3,3,4,3,3,3,3,1,3,4,8,7,5,3,0.7654462006
49644725,8,1,1,15,1,6,10,10,4,10,2,10,96,1,5,10,9,96,7,2,1,3,3,3,4,4,3,2,4,2,4,4,3,1,11,4,1,5,0.7831185193
49644726,8,1,1,13,1,10,10,5,10,10,9,3,8,10,10,10,10,10,10,1,1,4,1,1,3,3,2,1,4,2,2,1,1,1,11,4,2,3,0.7654462006
49644727,8,1,2,37,4,10,10,10,9,10,10,9,9,10,9,10,10,9,9,3,1,3,3,2,2,2,4,1,4,2,1,1,1,2,8,7,7,5,0.7654462006
49644728,8,1,1,42,4,10,7,10,10,10,10,10,10,10,10,10,10,8,96,3,3,3,3,4,2,2,4,2,2,2,3,1,4,2,8,7,2,1,0.7831185193
49644875,11,1,1,23,2,5,2,96,5,8,2,10,5,10,8,96,5,10,6,3,3,4,3,4,4,1,3,1,3,2,3,1,1,1,8,7,6,3,0.430936581
49645478,6,1,2,31,3,96,9,96,2,1,96,1,96,96,10,8,1,8,9,4,4,4,4,3,4,4,4,4,4,2,4,4,1,2,8,7,4,2,0.4775174459
49645479,6,1,2,40,4,10,10,8,8,9,8,9,7,10,9,96,10,6,96,1,2,3,3,3,3,3,3,3,3,3,2,3,4,2,8,7,7,2,0.394958849
49645830,11,1,2,20,2,10,10,8,2,10,10,10,10,9,3,96,5,10,7,1,3,3,2,3,1,1,3,1,4,4,1,1,1,1,3,2,6,1,0.430936581
49646896,7,1,2,60,6,96,96,5,96,96,3,96,5,96,5,96,6,96,96,4,4,3,4,4,3,3,4,4,4,4,2,4,4,3,8,7,5,3,0.8081796747
49648130,8,1,2,46,5,9,10,10,8,10,9,10,3,10,10,8,9,10,4,2,1,3,2,2,2,1,4,1,1,2,2,1,1,1,7,6,6,1,0.6486851843
49648737,7,1,2,14,1,6,10,6,6,4,8,9,8,8,4,10,5,96,7,3,1,3,3,2,3,2,4,4,4,2,3,4,4,1,8,7,2,3,0.3421906773
49650740,8,1,1,30,3,96,9,7,8,4,3,96,10,10,8,6,96,2,8,3,1,3,1,2,1,1,4,3,3,2,1,3,1,1,6,5,5,1,0.6719849523
49650741,8,1,2,37,4,3,8,96,10,5,96,8,10,10,2,7,9,4,96,3,1,4,1,3,4,1,3,3,4,3,1,2,4,2,8,7,5,2,0.7389058461
49650742,8,1,1,53,5,8,10,96,5,96,96,8,10,96,96,2,10,8,96,3,1,3,3,4,3,3,4,3,3,3,3,1,4,3,8,7,6,1,0.6486851843
49650743,8,1,1,69,6,96,96,96,96,96,96,96,96,96,96,96,96,96,96,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,8,7,1,1,0.7559654116
49650744,8,1,2,67,6,8,96,96,8,96,96,3,8,96,3,10,7,7,96,3,2,4,3,3,4,3,2,3,4,4,1,3,4,3,3,2,2,3,0.7559654116
49650745,8,1,1,23,2,8,10,9,8,8,10,5,96,9,10,96,5,8,10,1,1,3,4,3,1,1,4,3,2,4,4,1,3,1,8,7,5,3,0.6719849523
49651591,8,1,2,25,3,10,7,8,10,10,10,7,8,10,96,3,10,8,4,1,1,3,2,3,1,2,3,3,3,4,1,1,4,1,6,5,6,3,0.6486851843
49651592,8,1,2,45,5,10,10,10,10,5,10,10,10,10,96,96,10,10,96,1,1,2,1,4,1,1,2,2,4,3,1,1,4,1,8,7,5,2,0.7389058461
49651593,8,1,2,17,2,96,10,10,10,7,8,8,96,10,10,96,96,10,10,3,1,3,3,4,2,1,4,1,4,3,3,3,1,1,8,7,4,2,0.6486851843
49651594,8,1,2,32,3,10,10,96,7,96,96,96,96,8,3,96,3,10,96,1,1,3,3,3,3,3,2,2,2,3,2,1,4,1,11,4,5,3,0.6486851843
49663928,11,1,1,31,3,10,10,10,10,5,5,10,8,9,10,96,10,9,3,2,1,2,2,2,2,3,2,1,3,2,2,2,1,2,3,2,7,2,0.4808851904
49664833,11,1,1,40,4,8,8,8,8,8,8,7,4,3,3,6,7,8,3,2,3,3,3,3,2,1,3,3,3,2,3,2,3,2,8,7,5,2,0.4773746485
49665669,3,1,1,55,5,96,2,96,96,96,96,96,96,96,96,96,96,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,7,5,3,1.395426959
49665693,1,1,2,46,5,96,8,96,7,4,96,96,5,10,5,96,10,10,96,3,3,3,4,4,4,4,4,2,3,4,2,2,4,2,3,2,5,2,0.6043709745
49666892,3,1,1,61,6,96,10,96,96,96,96,96,96,96,96,96,96,5,96,1,2,4,4,4,4,1,4,4,4,4,4,1,4,2,8,7,5,2,0.9511380792
49667548,1,1,1,35,4,5,10,6,7,8,7,9,5,8,3,4,4,9,10,1,1,2,2,1,1,1,2,1,4,2,2,1,1,4,11,4,5,1,0.50869408
49667990,12,1,2,39,4,9,10,10,10,7,9,10,5,10,7,10,10,10,96,3,1,3,3,3,4,1,4,3,4,2,2,2,4,2,8,7,5,3,1.179415606
49668083,9,1,1,16,2,3,5,96,2,9,2,10,4,10,2,10,1,3,10,4,3,3,3,4,3,2,4,4,4,2,4,4,1,1,2,1,4,1,1.169659814
49668444,11,1,1,57,5,5,3,96,8,8,10,10,10,96,8,96,8,10,96,3,3,4,3,3,4,4,4,3,3,4,3,2,4,2,3,2,7,99,0.477364291
49668676,12,1,1,14,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,4,3,4,4,4,1,4,4,4,4,4,2,1,1,8,7,4,1,0.8491225514
49668677,12,1,2,61,6,10,96,1,9,96,96,96,10,96,6,96,96,10,96,3,3,4,4,3,4,4,4,3,4,4,3,1,4,3,2,1,5,2,1.060668106
49668678,12,1,2,35,4,3,96,8,96,6,9,10,10,10,4,96,2,96,10,4,3,3,4,4,4,4,4,3,4,4,3,4,1,1,11,4,5,2,0.8491225514
49669082,1,1,1,26,3,3,10,10,2,10,10,6,8,10,3,7,10,5,9,2,1,4,3,1,1,1,3,3,4,3,3,2,1,1,8,7,8,2,0.7361067262
49669407,12,1,1,53,5,2,10,8,9,8,2,8,2,9,5,2,9,8,96,4,1,3,3,3,4,1,4,3,4,2,4,2,4,1,8,7,4,2,0.770344035
49669516,4,1,2,50,5,6,8,1,8,8,6,8,4,6,3,1,10,8,96,2,3,3,3,3,3,1,3,3,4,4,4,1,4,4,8,7,8,2,0.784443892
49669541,12,1,2,37,4,10,10,96,10,5,5,5,96,5,96,96,10,10,96,3,3,4,3,4,4,4,4,3,4,4,3,2,4,2,11,4,5,3,1.1880074
49669543,9,1,2,62,6,96,7,8,8,6,2,10,9,10,9,96,10,4,1,3,3,3,3,4,3,3,3,2,3,3,3,3,4,3,4,2,1,3,1.312536157
49669671,6,1,2,46,5,5,96,8,9,10,10,10,8,10,10,96,10,10,96,3,3,3,4,3,3,3,4,3,3,4,3,1,4,1,11,4,3,3,0.4633670106
49669708,4,1,1,26,3,10,10,6,9,96,96,96,96,96,96,96,9,10,96,3,2,3,4,4,4,4,4,4,4,4,4,1,4,2,5,1,2,2,0.8967733727
49669758,1,1,2,18,2,10,10,10,10,10,9,10,10,10,10,5,10,10,10,2,2,2,2,2,2,2,1,1,4,1,3,1,1,1,8,7,4,2,0.8218807841
49670122,12,1,2,73,6,10,10,10,10,10,10,10,96,10,10,10,10,10,6,4,3,4,4,3,4,4,4,2,4,3,4,3,4,2,8,7,2,3,1.287090136
49670123,12,1,2,14,1,10,10,9,10,5,4,10,3,96,5,10,7,8,10,3,3,4,4,4,4,4,4,4,4,2,4,4,1,1,1,1,2,1,1.287090136
49670141,9,1,1,16,2,10,10,1,8,96,10,5,10,10,5,10,5,8,10,1,1,3,2,4,3,2,4,3,2,2,3,1,1,2,6,5,3,3,1.122019561
49670215,12,1,2,25,3,96,10,96,1,10,96,5,96,96,96,96,96,96,5,3,3,3,3,3,4,3,4,3,3,4,3,3,1,2,11,4,5,2,1.060668106
49670308,1,1,2,74,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8,7,1,4,1.321683663
49670404,4,1,2,49,5,9,96,6,1,6,9,6,96,10,7,1,4,8,96,3,3,4,3,4,4,2,4,4,4,4,4,2,4,3,3,2,5,1,0.9831925289
49670841,12,1,2,45,5,96,10,96,5,7,10,5,9,10,5,96,8,7,96,3,1,3,3,3,1,3,3,1,3,4,3,1,1,1,2,1,5,1,1.060668106
49670997,12,1,2,15,1,5,8,7,9,9,10,10,6,10,6,10,8,8,8,3,1,1,1,3,1,2,3,1,3,2,1,1,1,1,8,7,4,3,1.300027446
49671031,4,1,1,14,1,4,8,7,3,9,6,4,2,6,5,1,5,8,10,1,1,2,2,1,1,1,4,1,3,4,2,1,1,1,2,1,2,3,1.191285661
49671070,1,1,1,34,3,10,5,8,10,96,96,96,96,96,96,96,6,9,96,2,3,3,3,3,4,4,4,4,4,3,3,4,1,2,3,2,4,3,0.4009251087
49671075,9,1,1,25,3,6,10,10,8,10,10,8,96,10,6,10,5,8,7,1,2,2,2,2,1,3,2,1,3,2,3,1,1,2,11,4,5,2,1.312536157
49671186,9,1,1,53,5,3,5,96,10,10,10,7,8,10,96,96,10,4,96,4,2,2,3,4,2,4,4,4,4,3,2,2,4,1,3,2,5,2,1.169659814
49671310,4,1,1,70,6,96,96,8,9,9,10,10,5,9,96,96,9,96,96,4,3,3,2,4,3,2,4,3,4,3,3,4,4,2,8,7,2,1,0.8331527406
49671354,12,1,1,33,3,7,10,5,10,10,10,5,1,10,5,9,10,8,8,3,2,3,4,4,3,1,4,1,4,2,4,3,1,2,1,1,6,1,0.7258402793
49671355,12,1,1,88,6,96,5,7,5,8,8,8,8,7,7,96,8,96,96,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,8,7,7,3,0.9120528279
49672115,1,1,1,29,3,10,7,5,7,10,8,3,4,8,6,96,10,10,7,1,2,3,1,2,3,2,3,2,2,4,2,1,2,1,8,7,6,2,0.50869408
49672131,4,1,2,75,6,7,8,96,10,8,96,10,96,9,96,96,96,10,96,4,3,4,3,4,4,4,4,4,4,4,4,2,4,3,8,7,1,2,1.482512442
49672352,12,1,1,63,6,10,7,4,9,5,3,3,7,9,10,1,7,10,8,2,2,3,3,2,3,2,3,2,1,4,2,1,1,4,8,7,5,6,0.6952136551
49672414,9,1,2,26,3,10,10,10,10,10,10,10,4,10,5,10,10,10,10,4,2,3,3,3,3,2,4,2,3,2,4,3,1,1,3,2,5,1,1.122019561
49672437,12,1,1,40,4,7,8,2,96,2,6,8,96,9,3,96,96,4,10,3,3,4,3,4,3,4,4,3,4,3,4,3,1,2,8,7,4,2,1.060668106
49672438,12,1,2,63,6,8,10,96,9,9,10,96,9,8,9,96,9,9,9,3,3,3,4,3,3,4,4,3,4,3,3,1,1,3,3,2,4,2,0.8491225514
49672543,12,1,2,50,5,8,8,96,5,8,96,96,96,96,96,96,96,10,96,3,2,4,4,4,4,4,4,4,4,4,4,1,4,1,8,7,3,2,1.052830271
49672666,12,1,2,64,6,96,6,96,5,7,4,3,5,8,3,96,6,10,96,4,2,4,3,2,3,4,3,3,4,4,2,1,1,3,7,6,5,3,1.179415606
49672777,12,1,1,20,2,5,5,5,7,5,5,10,5,5,10,10,7,10,5,2,1,3,4,2,2,1,4,2,1,2,4,1,1,1,6,5,5,2,1.060668106
49672808,11,1,2,33,3,10,10,8,2,10,7,10,8,10,8,7,10,10,6,3,2,3,3,1,2,1,4,3,3,2,3,1,1,2,1,1,5,3,0.4808851904
49672829,4,1,2,44,4,9,10,10,10,6,10,8,4,10,5,4,9,10,5,2,1,3,3,3,3,3,4,3,4,4,4,3,3,1,1,1,5,2,0.9738506913
